trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
26,2,42,50,5,10,3,"(1, 2)",250,0.4610201662419805,-0.03623036247647621,0.8768,0.516711285629788,0.35998111963272095,60.211123199987924
26,3,42,50,5,10,3,"(1, 2)",437,0.4641128487868957,-0.013405425473281262,0.8510297482837529,0.509875877668111,0.3242940902709961,90.7351992999902
27,1,42,50,5,15,1,"(1, 2)",27,0.5528720713870026,-0.07926674717137933,0.9333333333333333,0.35563597770837635,0.5173097848892212,64.35924170000362
27,2,42,50,5,15,1,"(1, 2)",212,0.46359615439238394,-0.036509509998811945,0.8594339622641509,0.49587709345716113,0.388109028339386,60.772048600018024
27,3,42,50,5,15,1,"(1, 2)",392,0.44023773398547694,-0.03340566845960544,0.8390306122448979,0.488603762764585,0.36955007910728455,90.6820493999985
28,1,42,50,5,15,3,"(1, 2)",24,0.612560070202386,-0.04055846176583288,0.925,0.35345318416754407,0.53340083360672,63.84061130002374
28,2,42,50,5,15,3,"(1, 2)",178,0.4718360575677691,-0.021958305375730573,0.8606741573033708,0.5083166369343106,0.38595032691955566,60.243364299996756
28,3,42,50,5,15,3,"(1, 2)",317,0.4616809911669576,-0.012785274671911151,0.8466876971608833,0.49790974223816936,0.3543053865432739,89.4994778999826
29,1,42,50,5,20,1,"(1, 2)",20,0.6397869388314835,-0.05903756236412418,0.92,0.3439983084797859,0.5618957281112671,63.262427799985744
29,2,42,50,5,20,1,"(1, 2)",156,0.46848085653233235,-0.026808878141367138,0.8602564102564103,0.4885648758886577,0.40629515051841736,58.33690930000739
29,3,42,50,5,20,1,"(1, 2)",308,0.4477746695369375,-0.024888529096820586,0.8311688311688312,0.4817060947089511,0.3822537064552307,88.63416809999035
30,1,42,50,5,20,3,"(1, 2)",5,0.8397977005943243,0.1013950427948825,0.92,0.3118679791688919,0.6669456362724304,64.1094754000078
30,2,42,50,5,20,3,"(1, 2)",137,0.46613452285965684,-0.03491208509534609,0.8635036496350365,0.48921032450974933,0.4084681272506714,58.74646749999374
30,3,42,50,5,20,3,"(1, 2)",240,0.4644729778048455,-0.00803015640925375,0.83375,0.48278364322275064,0.3616088926792145,87.52758680001716
31,1,42,50,10,10,1,"(1, 2)",36,0.4798099012027923,-0.07772684285161825,0.9194444444444444,0.38508634828031063,0.4193169176578522,65.1262975000136
31,2,42,50,10,10,1,"(1, 2)",329,0.4681020019890053,-0.030695494380630923,0.8674772036474164,0.5303143474681318,0.33718544244766235,61.10778159997426
