trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
32,1,42,50,10,10,3,"(1, 2)",62,0.6544867563211804,0.12990463932794294,0.817741935483871,0.47240031868219373,0.38718661665916443,77.98207349999575
32,2,42,50,10,10,3,"(1, 2)",198,0.534961534744099,0.037474536040541614,0.8303030303030303,0.48851755496523364,0.348602831363678,55.59121069998946
32,3,42,50,10,10,3,"(1, 2)",598,0.5039795013060686,0.04271170081655472,0.8259197324414715,0.5536544963785814,0.3328549265861511,111.10734869999578
33,1,42,50,10,15,1,"(1, 2)",46,0.6478226910638577,0.10595409578620477,0.8673913043478261,0.46368927098810675,0.4179554879665375,77.28682409998146
33,2,42,50,10,15,1,"(1, 2)",146,0.5304807574838363,0.01523029704911508,0.8452054794520548,0.4742834832039521,0.37232083082199097,55.00525850002305
33,3,42,50,10,15,1,"(1, 2)",486,0.48637407978722647,0.016891732463318338,0.8222222222222222,0.5254249525442719,0.3471458852291107,108.75102549997973
34,1,42,50,10,15,3,"(1, 2)",39,0.6206979745946654,0.11286348696007444,0.882051282051282,0.4648352039826883,0.44005170464515686,77.39403860000311
34,2,42,50,10,15,3,"(1, 2)",138,0.5400991070647665,0.024311341005073147,0.8485507246376811,0.4826367384333524,0.36427268385887146,54.45117559999926
34,3,42,50,10,15,3,"(1, 2)",412,0.49376996209084095,0.027758862420279556,0.816504854368932,0.5339729332712275,0.3489001989364624,107.41685999999754
35,1,42,50,10,20,1,"(1, 2)",33,0.6569064186532465,0.14592314972507606,0.8575757575757575,0.43023590332475203,0.44657257199287415,77.28968050002004
35,2,42,50,10,20,1,"(1, 2)",116,0.5201643562815152,0.001447600026396688,0.8551724137931035,0.4535663924007504,0.39067986607551575,54.68531850000727
35,3,42,50,10,20,1,"(1, 2)",367,0.4829122979983908,0.016744282914044076,0.8095367847411444,0.5166394717525691,0.36679571866989136,105.89135489999899
36,1,42,50,10,20,3,"(1, 2)",26,0.6457710754903563,0.11381558359696875,0.8846153846153846,0.3994768697023392,0.4843677282333374,77.24906039997586
36,2,42,50,10,20,3,"(1, 2)",110,0.5229428986767654,0.004615898374738743,0.85,0.46479783294832006,0.38364294171333313,54.461265499994624
36,3,42,50,10,20,3,"(1, 2)",325,0.4994408851667289,0.03069679026891481,0.8156923076923077,0.5184042935227525,0.36355772614479065,105.62492589998874
