trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
33,1,42,50,10,15,1,"(1, 2)",56,0.6281677989539345,0.09039801454822771,0.7839285714285714,0.4835108530287649,0.4783787727355957,85.41189920000033
33,2,42,50,10,15,1,"(1, 2)",166,0.5073777554501218,0.028622444699317105,0.8156626506024096,0.5429924976505689,0.3814568817615509,58.61381930000789
33,3,42,50,10,15,1,"(1, 2)",562,0.4725112131288744,-4.616226587112272e-05,0.8090747330960855,0.5761678861112011,0.3341731131076813,118.4162445999973
34,1,42,50,10,15,3,"(1, 2)",49,0.629275944169455,0.09564012769904706,0.8142857142857143,0.4963359385728836,0.4823364317417145,85.01750960000209
34,2,42,50,10,15,3,"(1, 2)",144,0.5260156213138124,0.04480469399172043,0.8291666666666667,0.5539131953971077,0.3748382329940796,57.99894689999928
34,3,42,50,10,15,3,"(1, 2)",466,0.4922482680129445,0.021718531621864504,0.8030042918454936,0.587124040232429,0.32973265647888184,116.92219810000097
35,1,42,50,10,20,1,"(1, 2)",42,0.6632825648988498,0.13397786357403904,0.7452380952380953,0.46461446239398074,0.4889838993549347,85.49166270000569
35,2,42,50,10,20,1,"(1, 2)",122,0.521219552294445,0.04675614655222275,0.8188524590163935,0.5344544787678802,0.3872191607952118,58.23651580000296
35,3,42,50,10,20,1,"(1, 2)",424,0.4737221696660407,0.005968278602955699,0.7943396226415095,0.5694904384469005,0.35240402817726135,115.7292310000048
36,1,42,50,10,20,3,"(1, 2)",36,0.6650739715730953,0.14090178570211512,0.8,0.4756705578830507,0.496886670589447,85.4335912999959
36,2,42,50,10,20,3,"(1, 2)",114,0.5451004150264633,0.06127179389621498,0.8377192982456141,0.5476548597216606,0.374690443277359,58.10916150000412
36,3,42,50,10,20,3,"(1, 2)",371,0.4836513436382985,0.01421844899428464,0.7932614555256065,0.5795759219038594,0.34397077560424805,122.29360590000579
